record_id,machine_id,original_product_id,timestamp,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,machine_failure,failure_type
REC-00258,PRESS-01,L47437,2026-01-11 17:00:00,298.0,308.0,1615,29.5,15,0,No Failure
REC-00259,PRESS-01,L47438,2026-01-11 18:00:00,298.1,308.2,1482,37.9,17,0,No Failure
REC-00260,CONV-02,M15119,2026-01-11 19:00:00,298.1,308.2,1420,63.9,19,1,Power Failure
REC-00261,CONV-01,M15120,2026-01-11 20:00:00,298.2,308.3,1522,49.1,22,0,No Failure
REC-00262,PRESS-01,L47441,2026-01-11 21:00:00,298.1,308.2,1654,32.1,25,0,No Failure
REC-00263,CONV-02,M15122,2026-01-11 22:00:00,298.1,308.2,1736,26.8,27,0,No Failure
REC-00264,CONV-01,M15123,2026-01-11 23:00:00,298.0,308.1,1587,32.3,30,0,No Failure
REC-00265,PRESS-01,L47444,2026-01-12 00:00:00,298.1,308.2,1390,47.5,33,0,No Failure
REC-00266,PRESS-01,L47445,2026-01-12 01:00:00,298.0,308.1,1454,37.1,35,0,No Failure
REC-00267,CNC-02,H29680,2026-01-12 02:00:00,298.0,308.1,1440,43.7,37,0,No Failure
REC-00268,PRESS-01,L47447,2026-01-12 03:00:00,297.9,308.0,1954,21.1,42,0,No Failure
REC-00269,CNC-03,H29682,2026-01-12 04:00:00,297.9,308.0,1800,24.8,44,0,No Failure
REC-00270,PRESS-01,L47449,2026-01-12 05:00:00,298.0,308.0,1524,37.0,49,0,No Failure
REC-00271,CNC-01,H29684,2026-01-12 06:00:00,298.0,308.0,1520,39.6,51,0,No Failure
REC-00272,CONV-02,M15131,2026-01-12 07:00:00,298.1,308.1,1452,40.8,56,0,No Failure
REC-00273,PRESS-01,L47452,2026-01-12 08:00:00,298.1,308.1,1484,40.4,59,0,No Failure
REC-00274,PRESS-01,L47453,2026-01-12 09:00:00,298.1,308.0,1426,46.0,61,0,No Failure
REC-00275,PRESS-01,L47454,2026-01-12 10:00:00,298.1,308.0,1652,28.5,63,0,No Failure
REC-00276,PRESS-01,L47455,2026-01-12 11:00:00,298.0,308.0,1401,54.7,65,0,No Failure
REC-00277,CONV-01,M15136,2026-01-12 12:00:00,298.0,307.9,1750,26.6,67,0,No Failure
REC-00278,CNC-02,H29691,2026-01-12 13:00:00,298.0,308.0,1479,50.7,70,0,No Failure
REC-00279,CONV-02,M15138,2026-01-12 14:00:00,298.0,308.0,1620,29.4,75,0,No Failure
REC-00280,PRESS-01,L47459,2026-01-12 15:00:00,298.0,308.1,1819,23.4,78,0,No Failure
REC-00281,CONV-01,M15140,2026-01-12 16:00:00,298.1,308.1,1456,43.7,80,0,No Failure
REC-00282,PRESS-01,L47461,2026-01-12 17:00:00,298.1,308.0,1626,36.5,83,0,No Failure
REC-00283,CONV-02,M15142,2026-01-12 18:00:00,298.1,308.1,1390,49.8,85,0,No Failure
REC-00284,PRESS-01,L47463,2026-01-12 19:00:00,298.2,308.2,1469,43.0,88,0,No Failure
REC-00285,PRESS-01,L47464,2026-01-12 20:00:00,298.2,308.3,2051,19.2,90,0,No Failure
REC-00286,PRESS-01,L47465,2026-01-12 21:00:00,298.2,308.3,1568,36.0,92,0,No Failure
REC-00287,PRESS-01,L47466,2026-01-12 22:00:00,298.2,308.3,1589,33.2,94,0,No Failure
REC-00288,PRESS-01,L47467,2026-01-12 23:00:00,298.2,308.3,1805,31.6,96,0,No Failure
REC-00289,CNC-03,H29702,2026-01-13 00:00:00,298.2,308.4,1385,42.2,98,0,No Failure
REC-00290,PRESS-01,L47469,2026-01-13 01:00:00,298.1,308.4,1436,46.7,103,0,No Failure
REC-00291,PRESS-01,L47470,2026-01-13 02:00:00,298.1,308.4,1438,45.6,105,0,No Failure
REC-00292,PRESS-01,L47471,2026-01-13 03:00:00,298.0,308.3,1473,42.6,107,0,No Failure
REC-00293,PRESS-01,L47472,2026-01-13 04:00:00,298.1,308.4,1335,40.2,109,0,No Failure
REC-00294,CNC-01,H29707,2026-01-13 05:00:00,298.1,308.5,1392,44.8,111,0,No Failure
REC-00295,CONV-01,M15154,2026-01-13 06:00:00,298.1,308.5,1372,51.1,116,0,No Failure
REC-00296,CONV-02,M15155,2026-01-13 07:00:00,298.1,308.6,1716,30.7,119,0,No Failure
REC-00297,PRESS-01,L47476,2026-01-13 08:00:00,298.0,308.5,1395,46.2,122,0,No Failure
REC-00298,PRESS-01,L47477,2026-01-13 09:00:00,298.0,308.5,1713,25.3,124,0,No Failure
REC-00299,CNC-02,H29712,2026-01-13 10:00:00,297.9,308.5,2129,18.7,126,0,No Failure
REC-00300,CONV-01,M15159,2026-01-13 11:00:00,297.8,308.3,1567,35.6,131,0,No Failure
REC-00301,PRESS-01,L47480,2026-01-13 12:00:00,297.8,308.4,1622,38.3,134,0,No Failure
REC-00302,PRESS-01,L47481,2026-01-13 13:00:00,297.7,308.4,1740,27.1,136,0,No Failure
REC-00303,CNC-03,H29716,2026-01-13 14:00:00,297.8,308.4,1512,35.1,138,0,No Failure
REC-00304,CONV-02,M15163,2026-01-13 15:00:00,297.8,308.4,1479,43.5,143,0,No Failure
REC-00305,PRESS-01,L47484,2026-01-13 16:00:00,297.8,308.4,1737,27.5,146,0,No Failure
REC-00306,PRESS-01,L47485,2026-01-13 17:00:00,297.8,308.4,2129,19.2,148,0,No Failure
REC-00307,PRESS-01,L47486,2026-01-13 18:00:00,297.8,308.4,1374,47.1,150,0,No Failure
REC-00308,CONV-01,M15167,2026-01-13 19:00:00,297.8,308.4,1579,36.6,152,0,No Failure
REC-00309,PRESS-01,L47488,2026-01-13 20:00:00,297.9,308.5,1305,47.2,155,0,No Failure
REC-00310,CONV-02,M15169,2026-01-13 21:00:00,297.9,308.5,1449,40.8,157,0,No Failure
REC-00311,CNC-01,H29724,2026-01-13 22:00:00,298.0,308.6,1526,41.8,160,0,No Failure
REC-00312,CONV-01,M15171,2026-01-13 23:00:00,298.0,308.6,1453,44.1,165,0,No Failure
REC-00313,PRESS-01,L47492,2026-01-14 00:00:00,297.9,308.6,1468,36.0,168,0,No Failure
REC-00314,PRESS-01,L47493,2026-01-14 01:00:00,298.0,308.6,1313,50.8,170,0,No Failure
REC-00315,CONV-02,M15174,2026-01-14 02:00:00,297.9,308.5,1300,53.0,172,0,No Failure
REC-00316,PRESS-01,L47495,2026-01-14 03:00:00,297.9,308.4,1646,40.6,175,0,No Failure
REC-00317,PRESS-01,L47496,2026-01-14 04:00:00,297.8,308.4,1714,33.2,177,0,No Failure
REC-00318,PRESS-01,L47497,2026-01-14 05:00:00,297.8,308.4,1685,28.4,179,0,No Failure
REC-00319,PRESS-01,L47498,2026-01-14 06:00:00,297.8,308.4,1512,39.9,181,0,No Failure
REC-00320,PRESS-01,L47499,2026-01-14 07:00:00,297.8,308.4,1612,32.1,183,0,No Failure
REC-00321,CNC-02,H29734,2026-01-14 08:00:00,297.8,308.4,1550,38.2,185,0,No Failure
REC-00322,PRESS-01,L47501,2026-01-14 09:00:00,297.8,308.4,1518,32.5,190,0,No Failure
REC-00323,PRESS-01,L47502,2026-01-14 10:00:00,297.8,308.5,1448,40.0,192,0,No Failure
REC-00324,PRESS-01,L47503,2026-01-14 11:00:00,297.8,308.5,1561,46.3,194,0,No Failure
REC-00325,CONV-01,M15184,2026-01-14 12:00:00,297.8,308.5,1488,41.9,196,0,No Failure
REC-00326,PRESS-01,L47505,2026-01-14 13:00:00,297.8,308.5,1699,27.8,199,0,No Failure
REC-00327,PRESS-01,L47506,2026-01-14 14:00:00,297.7,308.5,1501,41.4,201,0,No Failure
REC-00328,PRESS-01,L47507,2026-01-14 15:00:00,297.7,308.5,1373,56.7,203,1,Overstrain Failure
REC-00329,CNC-03,H29742,2026-01-14 16:00:00,297.6,308.4,1703,31.4,205,0,No Failure
REC-00330,CNC-01,H29743,2026-01-14 17:00:00,297.7,308.5,1720,29.9,210,0,No Failure
REC-00331,CONV-02,M15190,2026-01-14 18:00:00,297.6,308.4,1398,41.9,215,0,No Failure
REC-00332,CONV-01,M15191,2026-01-14 19:00:00,297.6,308.4,1391,51.9,218,0,No Failure
REC-00333,CONV-02,M15192,2026-01-14 20:00:00,297.6,308.3,1538,40.2,0,0,No Failure
REC-00334,PRESS-01,L47513,2026-01-14 21:00:00,297.5,308.2,1647,31.3,3,0,No Failure
REC-00335,CONV-01,M15194,2026-01-14 22:00:00,297.5,308.1,1469,44.8,5,0,No Failure
REC-00336,PRESS-01,L47515,2026-01-14 23:00:00,297.4,308.1,1749,25.9,8,0,No Failure
REC-00337,CONV-02,M15196,2026-01-15 00:00:00,297.6,308.2,1995,20.5,10,0,No Failure
REC-00338,PRESS-01,L47517,2026-01-15 01:00:00,297.6,308.3,1742,27.7,13,0,No Failure
REC-00339,PRESS-01,L47518,2026-01-15 02:00:00,297.5,308.2,1563,38.2,15,0,No Failure
REC-00340,CONV-01,M15199,2026-01-15 03:00:00,297.5,308.2,1713,32.2,17,0,No Failure
REC-00341,PRESS-01,L47520,2026-01-15 04:00:00,297.4,308.1,1474,39.4,20,0,No Failure
REC-00342,CONV-02,M15201,2026-01-15 05:00:00,297.4,308.2,1530,32.6,22,0,No Failure
REC-00343,PRESS-01,L47522,2026-01-15 06:00:00,297.4,308.2,1471,46.5,25,0,No Failure
REC-00344,PRESS-01,L47523,2026-01-15 07:00:00,297.5,308.3,1388,48.6,27,0,No Failure
REC-00345,CONV-01,M15204,2026-01-15 08:00:00,297.5,308.2,2448,13.8,29,0,No Failure
REC-00346,PRESS-01,L47525,2026-01-15 09:00:00,297.5,308.3,1585,32.9,32,0,No Failure
REC-00347,CONV-02,M15206,2026-01-15 10:00:00,297.5,308.3,1459,45.2,34,0,No Failure
REC-00348,PRESS-01,L47527,2026-01-15 11:00:00,297.5,308.3,1544,40.8,37,0,No Failure
REC-00349,PRESS-01,L47528,2026-01-15 12:00:00,297.6,308.3,1617,31.7,39,0,No Failure
REC-00350,PRESS-01,L47529,2026-01-15 13:00:00,297.6,308.3,1595,34.3,41,0,No Failure
REC-00351,CNC-02,H29764,2026-01-15 14:00:00,297.6,308.3,1400,44.3,43,0,No Failure
REC-00352,CONV-01,M15211,2026-01-15 15:00:00,297.6,308.4,1611,31.0,48,0,No Failure
REC-00353,CONV-02,M15212,2026-01-15 16:00:00,297.6,308.4,1507,46.0,51,0,No Failure
REC-00354,CNC-03,H29767,2026-01-15 17:00:00,297.5,308.3,1674,30.0,54,0,No Failure
REC-00355,PRESS-01,L47534,2026-01-15 18:00:00,297.6,308.3,1658,34.3,59,0,No Failure
REC-00356,PRESS-01,L47535,2026-01-15 19:00:00,297.6,308.3,1623,36.9,61,0,No Failure
REC-00357,CONV-01,M15216,2026-01-15 20:00:00,297.6,308.4,1398,48.9,63,0,No Failure
REC-00358,PRESS-01,L47537,2026-01-15 21:00:00,297.6,308.4,1517,34.2,66,0,No Failure
REC-00359,CONV-02,M15218,2026-01-15 22:00:00,297.6,308.3,1467,36.7,68,0,No Failure
REC-00360,CONV-01,M15219,2026-01-15 23:00:00,297.6,308.3,1567,34.6,71,0,No Failure
REC-00361,CONV-02,M15220,2026-01-16 00:00:00,297.5,308.3,1521,38.2,74,0,No Failure
REC-00362,PRESS-01,L47541,2026-01-16 01:00:00,297.5,308.3,1596,36.8,77,0,No Failure
REC-00363,CNC-01,H29776,2026-01-16 02:00:00,297.6,308.3,1640,30.9,79,0,No Failure
REC-00364,PRESS-01,L47543,2026-01-16 03:00:00,297.6,308.3,1438,47.8,84,0,No Failure
REC-00365,PRESS-01,L47544,2026-01-16 04:00:00,297.6,308.4,1407,55.2,86,0,No Failure
REC-00366,PRESS-01,L47545,2026-01-16 05:00:00,297.6,308.4,1353,57.5,88,0,No Failure
REC-00367,CONV-01,M15226,2026-01-16 06:00:00,297.6,308.5,1552,40.9,90,0,No Failure
REC-00368,CONV-02,M15227,2026-01-16 07:00:00,297.6,308.4,1569,38.3,93,0,No Failure
REC-00369,PRESS-01,L47548,2026-01-16 08:00:00,297.5,308.4,1489,39.5,96,0,No Failure
REC-00370,CNC-02,H29783,2026-01-16 09:00:00,297.5,308.4,1587,36.1,98,0,No Failure
REC-00371,CONV-01,M15230,2026-01-16 10:00:00,297.5,308.3,1622,37.2,103,0,No Failure
REC-00372,PRESS-01,L47551,2026-01-16 11:00:00,297.5,308.4,1604,38.1,106,0,No Failure
REC-00373,CONV-02,M15232,2026-01-16 12:00:00,297.4,308.3,1405,51.7,108,0,No Failure
REC-00374,PRESS-01,L47553,2026-01-16 13:00:00,297.4,308.3,1412,42.0,111,0,No Failure
REC-00375,PRESS-01,L47554,2026-01-16 14:00:00,297.4,308.3,1431,43.0,113,0,No Failure
REC-00376,PRESS-01,L47555,2026-01-16 15:00:00,297.4,308.2,1533,37.4,115,0,No Failure
REC-00377,CONV-01,M15236,2026-01-16 16:00:00,297.4,308.2,1401,51.9,117,0,No Failure
REC-00378,CONV-02,M15237,2026-01-16 17:00:00,297.4,308.2,1424,53.9,120,0,No Failure
REC-00379,PRESS-01,L47558,2026-01-16 18:00:00,297.3,308.2,1754,29.4,123,0,No Failure
REC-00380,PRESS-01,L47559,2026-01-16 19:00:00,297.3,308.2,1754,26.8,125,0,No Failure
REC-00381,PRESS-01,L47560,2026-01-16 20:00:00,297.5,308.3,2564,12.8,127,1,Power Failure
REC-00382,PRESS-01,L47561,2026-01-16 21:00:00,297.5,308.5,1546,40.4,129,0,No Failure
REC-00383,PRESS-01,L47562,2026-01-16 22:00:00,297.5,308.5,1335,48.0,131,0,No Failure
REC-00384,CONV-01,M15243,2026-01-16 23:00:00,297.5,308.6,1842,27.0,133,0,No Failure
REC-00385,PRESS-01,L47564,2026-01-17 00:00:00,297.5,308.5,1712,26.8,136,0,No Failure
REC-00386,CONV-02,M15245,2026-01-17 01:00:00,297.6,308.6,1414,45.4,138,0,No Failure
REC-00387,PRESS-01,L47566,2026-01-17 02:00:00,297.6,308.7,1319,50.9,141,0,No Failure
REC-00388,PRESS-01,L47567,2026-01-17 03:00:00,297.7,308.7,1249,60.4,143,0,No Failure
REC-00389,PRESS-01,L47568,2026-01-17 04:00:00,297.6,308.7,1455,48.2,145,0,No Failure
REC-00390,CONV-01,M15249,2026-01-17 05:00:00,297.6,308.7,1408,54.8,147,0,No Failure
REC-00391,PRESS-01,L47570,2026-01-17 06:00:00,297.6,308.7,1460,46.7,150,0,No Failure
REC-00392,PRESS-01,L47571,2026-01-17 07:00:00,297.6,308.6,1491,38.1,152,0,No Failure
REC-00393,CONV-02,M15252,2026-01-17 08:00:00,297.6,308.5,1490,43.4,154,0,No Failure
REC-00394,CONV-01,M15253,2026-01-17 09:00:00,297.5,308.4,1350,52.2,157,0,No Failure
REC-00395,PRESS-01,L47574,2026-01-17 10:00:00,297.5,308.4,1528,39.9,160,0,No Failure
REC-00396,PRESS-01,L47575,2026-01-17 11:00:00,297.4,308.3,1571,37.7,162,0,No Failure
REC-00397,PRESS-01,L47576,2026-01-17 12:00:00,297.4,308.3,1490,42.6,164,0,No Failure
REC-00398,CONV-02,M15257,2026-01-17 13:00:00,297.4,308.3,1774,28.9,166,0,No Failure
REC-00399,CNC-03,H29812,2026-01-17 14:00:00,297.4,308.3,1502,43.6,169,0,No Failure
REC-00400,PRESS-01,L47579,2026-01-17 15:00:00,297.4,308.4,1392,49.7,174,0,No Failure
REC-00401,PRESS-01,L47580,2026-01-17 16:00:00,297.4,308.5,2100,16.9,176,0,No Failure
REC-00402,PRESS-01,L47581,2026-01-17 17:00:00,297.5,308.5,1722,30.4,178,0,No Failure
REC-00403,PRESS-01,L47582,2026-01-17 18:00:00,297.4,308.6,1678,32.3,180,0,No Failure
REC-00404,PRESS-01,L47583,2026-01-17 19:00:00,297.3,308.6,1273,59.8,182,0,No Failure
REC-00405,PRESS-01,L47584,2026-01-17 20:00:00,297.3,308.6,1297,45.9,184,0,No Failure
REC-00406,PRESS-01,L47585,2026-01-17 21:00:00,297.3,308.5,1350,57.6,186,0,No Failure
REC-00407,PRESS-01,L47586,2026-01-17 22:00:00,297.4,308.6,1439,51.9,188,0,No Failure
REC-00408,CONV-01,M15267,2026-01-17 23:00:00,297.4,308.5,1600,42.1,190,0,No Failure
REC-00409,CONV-02,M15268,2026-01-18 00:00:00,297.4,308.6,1434,44.4,193,0,No Failure
REC-00410,PRESS-01,L47589,2026-01-18 01:00:00,297.4,308.6,1459,41.3,196,0,No Failure
REC-00411,CONV-01,M15270,2026-01-18 02:00:00,297.5,308.6,1472,44.9,198,0,No Failure
REC-00412,PRESS-01,L47591,2026-01-18 03:00:00,297.5,308.7,1429,44.3,201,0,No Failure
REC-00413,PRESS-01,L47592,2026-01-18 04:00:00,297.5,308.6,1388,48.2,203,0,No Failure
REC-00414,PRESS-01,L47593,2026-01-18 05:00:00,297.4,308.4,1573,34.5,205,0,No Failure
REC-00415,PRESS-01,L47594,2026-01-18 06:00:00,297.4,308.4,1588,32.5,207,0,No Failure
REC-00416,PRESS-01,L47595,2026-01-18 07:00:00,297.5,308.4,1511,42.8,209,0,No Failure
REC-00417,PRESS-01,L47596,2026-01-18 08:00:00,297.4,308.5,1495,37.8,211,0,No Failure
REC-00418,PRESS-01,L47597,2026-01-18 09:00:00,297.4,308.4,1394,50.1,213,0,No Failure
REC-00419,PRESS-01,L47598,2026-01-18 10:00:00,297.4,308.4,2151,17.7,0,0,No Failure
REC-00420,CONV-02,M15279,2026-01-18 11:00:00,297.3,308.3,1501,38.2,2,0,No Failure
REC-00421,CONV-01,M15280,2026-01-18 12:00:00,297.3,308.3,1301,39.6,5,0,No Failure
REC-00422,CONV-02,M15281,2026-01-18 13:00:00,297.3,308.3,1657,31.1,8,0,No Failure
REC-00423,PRESS-01,L47602,2026-01-18 14:00:00,297.3,308.3,1333,55.2,11,0,No Failure
REC-00424,PRESS-01,L47603,2026-01-18 15:00:00,297.3,308.3,1484,43.9,13,0,No Failure
REC-00425,PRESS-01,L47604,2026-01-18 16:00:00,297.3,308.4,1430,45.7,15,0,No Failure
REC-00426,CONV-01,M15285,2026-01-18 17:00:00,297.3,308.4,1665,28.9,17,0,No Failure
REC-00427,PRESS-01,L47606,2026-01-18 18:00:00,297.4,308.5,1501,44.9,20,0,No Failure
REC-00428,CONV-02,M15287,2026-01-18 19:00:00,297.5,308.5,1496,42.2,22,0,No Failure
REC-00429,CONV-01,M15288,2026-01-18 20:00:00,297.6,308.6,1595,36.9,25,0,No Failure
REC-00430,PRESS-01,L47609,2026-01-18 21:00:00,297.5,308.6,1208,62.3,28,0,No Failure
REC-00431,PRESS-01,L47610,2026-01-18 22:00:00,297.5,308.6,1596,37.1,30,0,No Failure
REC-00432,PRESS-01,L47611,2026-01-18 23:00:00,297.5,308.5,1446,41.9,32,0,No Failure
REC-00433,CONV-02,M15292,2026-01-19 00:00:00,297.6,308.5,1466,39.7,34,0,No Failure
REC-00434,CONV-01,M15293,2026-01-19 01:00:00,297.6,308.5,1848,23.7,37,0,No Failure
REC-00435,CONV-02,M15294,2026-01-19 02:00:00,297.5,308.5,1484,44.7,40,0,No Failure
REC-00436,PRESS-01,L47615,2026-01-19 03:00:00,297.4,308.3,1493,41.2,43,0,No Failure
REC-00437,PRESS-01,L47616,2026-01-19 04:00:00,297.3,308.3,1504,36.3,45,0,No Failure
REC-00438,PRESS-01,L47617,2026-01-19 05:00:00,297.3,308.3,1538,38.5,47,0,No Failure
REC-00439,PRESS-01,L47618,2026-01-19 06:00:00,297.4,308.4,1341,52.2,49,0,No Failure
REC-00440,CONV-01,M15299,2026-01-19 07:00:00,297.4,308.3,1535,34.6,51,0,No Failure
REC-00441,PRESS-01,L47620,2026-01-19 08:00:00,297.4,308.5,1389,39.2,54,0,No Failure
REC-00442,CNC-01,H29855,2026-01-19 09:00:00,297.5,308.5,1393,46.6,56,0,No Failure
REC-00443,PRESS-01,L47622,2026-01-19 10:00:00,297.4,308.5,1399,61.5,61,1,Power Failure
REC-00444,CNC-02,H29857,2026-01-19 11:00:00,297.4,308.5,1469,45.1,63,0,No Failure
REC-00445,PRESS-01,L47624,2026-01-19 12:00:00,297.4,308.4,1582,37.2,68,0,No Failure
REC-00446,PRESS-01,L47625,2026-01-19 13:00:00,297.5,308.6,1793,26.7,70,0,No Failure
REC-00447,PRESS-01,L47626,2026-01-19 14:00:00,297.5,308.6,1452,39.0,72,0,No Failure
REC-00448,CONV-02,M15307,2026-01-19 15:00:00,297.6,308.7,1376,59.9,74,0,No Failure
REC-00449,PRESS-01,L47628,2026-01-19 16:00:00,297.5,308.6,1552,44.9,77,0,No Failure
REC-00450,PRESS-01,L47629,2026-01-19 17:00:00,297.6,308.7,1622,37.9,79,0,No Failure
REC-00451,CONV-01,M15310,2026-01-19 18:00:00,297.6,308.7,1419,41.7,81,0,No Failure
REC-00452,CNC-03,H29865,2026-01-19 19:00:00,297.5,308.6,1440,46.1,84,0,No Failure
REC-00453,CONV-02,M15312,2026-01-19 20:00:00,297.4,308.6,1643,31.0,89,0,No Failure
REC-00454,PRESS-01,L47633,2026-01-19 21:00:00,297.4,308.7,1510,36.2,92,0,No Failure
REC-00455,PRESS-01,L47634,2026-01-19 22:00:00,297.4,308.7,1468,46.6,94,0,No Failure
REC-00456,PRESS-01,L47635,2026-01-19 23:00:00,297.4,308.7,1429,57.4,96,0,No Failure
REC-00457,CNC-01,H29870,2026-01-20 00:00:00,297.3,308.7,1478,47.6,98,0,No Failure
REC-00458,PRESS-01,L47637,2026-01-20 01:00:00,297.4,308.6,1276,53.6,103,0,No Failure
REC-00459,PRESS-01,L47638,2026-01-20 02:00:00,297.3,308.6,1486,42.6,105,0,No Failure
REC-00460,PRESS-01,L47639,2026-01-20 03:00:00,297.4,308.6,1476,42.3,107,0,No Failure
REC-00461,CNC-02,H29874,2026-01-20 04:00:00,297.3,308.6,1431,42.0,109,0,No Failure
REC-00462,PRESS-01,L47641,2026-01-20 05:00:00,297.4,308.7,1402,40.2,114,0,No Failure
REC-00463,PRESS-01,L47642,2026-01-20 06:00:00,297.4,308.7,1433,43.4,116,0,No Failure
REC-00464,PRESS-01,L47643,2026-01-20 07:00:00,297.4,308.7,2874,4.2,118,1,Power Failure
REC-00465,PRESS-01,L47644,2026-01-20 08:00:00,297.3,308.6,1511,35.7,120,0,No Failure
REC-00466,CONV-01,M15325,2026-01-20 09:00:00,297.3,308.6,1456,42.9,122,0,No Failure
REC-00467,PRESS-01,L47646,2026-01-20 10:00:00,297.2,308.5,1550,41.5,125,0,No Failure
REC-00468,PRESS-01,L47647,2026-01-20 11:00:00,297.2,308.5,2182,16.5,127,0,No Failure
REC-00469,PRESS-01,L47648,2026-01-20 12:00:00,297.3,308.7,1619,31.6,129,0,No Failure
REC-00470,CONV-02,M15329,2026-01-20 13:00:00,297.3,308.8,1586,32.7,131,0,No Failure
REC-00471,CNC-03,H29884,2026-01-20 14:00:00,297.3,308.8,1499,44.2,134,0,No Failure
REC-00472,CNC-01,H29885,2026-01-20 15:00:00,297.3,308.8,1419,42.4,139,0,No Failure
REC-00473,CONV-01,M15332,2026-01-20 16:00:00,297.4,309.0,1497,41.8,144,0,No Failure
REC-00474,CONV-02,M15333,2026-01-20 17:00:00,297.4,309.0,1520,37.0,147,0,No Failure
REC-00475,PRESS-01,L47654,2026-01-20 18:00:00,297.4,309.1,1478,49.8,150,0,No Failure
REC-00476,PRESS-01,L47655,2026-01-20 19:00:00,297.4,309.1,1380,41.1,152,0,No Failure
REC-00477,PRESS-01,L47656,2026-01-20 20:00:00,297.4,309.0,1570,37.9,154,0,No Failure
REC-00478,CNC-02,H29891,2026-01-20 21:00:00,297.4,309.0,1468,41.4,156,0,No Failure
REC-00479,PRESS-01,L47658,2026-01-20 22:00:00,297.4,309.0,1833,22.6,161,0,No Failure
REC-00480,CONV-01,M15339,2026-01-20 23:00:00,297.4,308.9,1323,57.3,163,0,No Failure
REC-00481,PRESS-01,L47660,2026-01-21 00:00:00,297.4,309.0,1583,32.0,166,0,No Failure
REC-00482,CONV-02,M15341,2026-01-21 01:00:00,297.3,309.0,1556,39.5,168,0,No Failure
REC-00483,PRESS-01,L47662,2026-01-21 02:00:00,297.3,309.0,1548,37.4,171,0,No Failure
REC-00484,PRESS-01,L47663,2026-01-21 03:00:00,297.4,309.0,1324,56.9,173,0,No Failure
REC-00485,PRESS-01,L47664,2026-01-21 04:00:00,297.4,309.0,1568,33.7,175,0,No Failure
REC-00486,CONV-01,M15345,2026-01-21 05:00:00,297.4,309.0,1685,30.7,177,0,No Failure
REC-00487,CONV-02,M15346,2026-01-21 06:00:00,297.4,309.1,1582,35.9,180,0,No Failure
REC-00488,CONV-01,M15347,2026-01-21 07:00:00,297.4,309.1,1463,35.0,183,0,No Failure
REC-00489,PRESS-01,L47668,2026-01-21 08:00:00,297.4,309.2,1584,42.8,186,0,No Failure
REC-00490,CONV-02,M15349,2026-01-21 09:00:00,297.5,309.2,1347,55.8,188,0,No Failure
REC-00491,PRESS-01,L47670,2026-01-21 10:00:00,297.4,309.2,1459,37.9,191,0,No Failure
REC-00492,PRESS-01,L47671,2026-01-21 11:00:00,297.4,309.2,1420,45.6,193,0,No Failure
REC-00493,PRESS-01,L47672,2026-01-21 12:00:00,297.5,309.3,1404,43.5,195,0,No Failure
REC-00494,PRESS-01,L47673,2026-01-21 13:00:00,297.5,309.3,1470,38.8,197,0,No Failure
REC-00495,PRESS-01,L47674,2026-01-21 14:00:00,297.6,309.4,1326,49.8,199,0,No Failure
REC-00496,CNC-03,H29909,2026-01-21 15:00:00,297.5,309.3,1459,49.7,201,0,No Failure
REC-00497,CONV-01,M15356,2026-01-21 16:00:00,297.5,309.2,1530,40.0,206,0,No Failure
REC-00498,PRESS-01,L47677,2026-01-21 17:00:00,297.4,309.0,1505,39.2,209,0,No Failure
REC-00499,PRESS-01,L47678,2026-01-21 18:00:00,297.5,309.1,1611,30.2,211,0,No Failure
REC-00500,PRESS-01,L47679,2026-01-21 19:00:00,297.5,309.1,1515,35.1,213,0,No Failure
REC-00501,CONV-02,M15360,2026-01-21 20:00:00,297.5,309.2,1804,27.4,215,0,No Failure
REC-00502,CONV-01,M15361,2026-01-21 21:00:00,297.6,309.3,1464,46.2,218,0,No Failure
REC-00503,PRESS-01,L47682,2026-01-21 22:00:00,297.6,309.2,1390,43.3,221,0,No Failure
REC-00504,CONV-02,M15363,2026-01-21 23:00:00,297.6,309.2,1442,48.1,0,0,No Failure
REC-00505,CONV-01,M15364,2026-01-22 00:00:00,297.6,309.3,1529,41.9,3,0,No Failure
REC-00506,PRESS-01,L47685,2026-01-22 01:00:00,297.6,309.3,1610,35.0,6,0,No Failure
REC-00507,PRESS-01,L47686,2026-01-22 02:00:00,297.6,309.3,1543,34.3,8,0,No Failure
REC-00508,CNC-01,H29921,2026-01-22 03:00:00,297.8,309.4,1445,48.2,10,0,No Failure
REC-00509,PRESS-01,L47688,2026-01-22 04:00:00,297.7,309.3,1893,24.6,15,0,No Failure
REC-00510,CONV-02,M15369,2026-01-22 05:00:00,297.6,309.3,1415,41.3,17,0,No Failure
REC-00511,PRESS-01,L47690,2026-01-22 06:00:00,297.5,309.3,1564,37.5,20,0,No Failure
REC-00512,PRESS-01,L47691,2026-01-22 07:00:00,297.5,309.3,1479,39.4,22,0,No Failure
REC-00513,PRESS-01,L47692,2026-01-22 08:00:00,297.5,309.2,1426,44.8,24,0,No Failure
REC-00514,PRESS-01,L47693,2026-01-22 09:00:00,297.4,309.2,1428,38.8,26,0,No Failure
REC-00515,PRESS-01,L47694,2026-01-22 10:00:00,297.4,309.2,1620,33.2,28,0,No Failure
REC-00516,PRESS-01,L47695,2026-01-22 11:00:00,297.5,309.2,1715,28.0,30,0,No Failure
